Brighton,3/57 Asling St,2,u,1086000,S,Jellis,01-09-2018,3186,Southern Metropolitan,10579,10.5,Bayside City Council
Brighton,406/81 Asling St,3,u,,SN,Gary,01-09-2018,3186,Southern Metropolitan,10579,10.5,Bayside City Council
Brighton,3/32 Loller St,2,u,,VB,Hodges,01-09-2018,3186,Southern Metropolitan,10579,10.5,Bayside City Council
Brighton East,4 Allfrey St,4,h,,SN,Gary,01-09-2018,3187,Southern Metropolitan,6938,10.3,Bayside City Council
Brighton East,22A Lansdown St,4,h,1550000,VB,Marshall,01-09-2018,3187,Southern Metropolitan,6938,10.3,Bayside City Council
Brighton East,43 Studley Rd,4,h,2800000,VB,Marshall,01-09-2018,3187,Southern Metropolitan,6938,10.3,Bayside City Council
Brunswick,183 Barkly St,3,h,,SP,Barry,01-09-2018,3056,Northern Metropolitan,11918,5.2,Moreland City Council
Brunswick,82 Barrow St,3,h,,SP,Woodards,01-09-2018,3056,Northern Metropolitan,11918,5.2,Moreland City Council
Brunswick,32 Barry St,2,h,850000,VB,Brad,01-09-2018,3056,Northern Metropolitan,11918,5.2,Moreland City Council
Brunswick,16 Ewing St,2,h,880000,S,Nelson,01-09-2018,3056,Northern Metropolitan,11918,5.2,Moreland City Council
Brunswick,42 Macfarland St,3,h,1100000,S,Jellis,01-09-2018,3056,Northern Metropolitan,11918,5.2,Moreland City Council
Brunswick,2/7 Trafford St,2,h,700000,PI,Jellis,01-09-2018,3056,Northern Metropolitan,11918,5.2,Moreland City Council
Brunswick,3/7 Trafford St,2,h,705000,PI,Jellis,01-09-2018,3056,Northern Metropolitan,11918,5.2,Moreland City Council
Brunswick East,1615/176 Edward St,1,u,,SP,LITTLE,01-09-2018,3057,Northern Metropolitan,5533,4,Moreland City Council
Brunswick West,3/17 Cumming St,2,u,640000,S,Nelson,01-09-2018,3055,Northern Metropolitan,7082,5.2,Moreland City Council
Brunswick West,14 Everett St,4,h,1450000,S,Barry,01-09-2018,3055,Northern Metropolitan,7082,5.2,Moreland City Council
Brunswick West,25 Guthrie St,2,h,1100000,VB,Brad,01-09-2018,3055,Northern Metropolitan,7082,5.2,Moreland City Council
Brunswick West,1/43 Halpin St,3,t,880000,PI,Barry,01-09-2018,3055,Northern Metropolitan,7082,5.2,Moreland City Council
Brunswick West,3/86 Heller St,2,u,502000,S,Brad,01-09-2018,3055,Northern Metropolitan,7082,5.2,Moreland City Council
Brunswick West,10/118 Melville Rd,2,u,475000,SP,Walshe,01-09-2018,3055,Northern Metropolitan,7082,5.2,Moreland City Council
Bulleen,10 Cameo Ct,4,h,1220000,S,Fletchers,01-09-2018,3105,Eastern Metropolitan,4480,10.8,Manningham City Council
Bulleen,11 Claremont La,4,t,1300000,SP,Jellis,01-09-2018,3105,Eastern Metropolitan,4480,10.8,Manningham City Council
Bulleen,18 Latrobe St,4,h,1241000,S,Barry,01-09-2018,3105,Eastern Metropolitan,4480,10.8,Manningham City Council
Bundoora,3 Cashmore Ct,4,h,800500,S,Barry,01-09-2018,3083,Northern Metropolitan,10175,12.1,Banyule City Council
Bundoora,46 Gleeson Dr,3,h,730000,S,Darren,01-09-2018,3083,Northern Metropolitan,10175,12.1,Banyule City Council
Bundoora,9 Landbury Rd,3,h,631000,S,Darren,01-09-2018,3083,Northern Metropolitan,10175,12.1,Banyule City Council
Bundoora,14 Palmerston Av,4,h,1300000,S,Ray,01-09-2018,3083,Northern Metropolitan,10175,12.1,Banyule City Council
Bundoora,6 Windsor Cr,3,h,,SP,Ray,01-09-2018,3083,Northern Metropolitan,10175,12.1,Banyule City Council
Burwood,6 Cropley Ct,3,h,1195000,SP,Buxton,01-09-2018,3125,Southern Metropolitan,5678,10.4,Monash City Council
Burwood,69 McCubbin St,3,h,860000,PI,Barry,01-09-2018,3125,Southern Metropolitan,5678,10.4,Monash City Council
Burwood East,7 Jayson St,3,h,900000,VB,Fletchers,01-09-2018,3151,Eastern Metropolitan,4048,14.7,Whitehorse City Council
Burwood East,22 Oakham Av,3,h,1080000,S,Fletchers,01-09-2018,3151,Eastern Metropolitan,4048,14.7,Whitehorse City Council
Camberwell,28 Merton St,6,h,,PI,Kay,01-09-2018,3124,Southern Metropolitan,8920,7.7,Boroondara City Council
Camberwell,5/22 Russell St,2,u,1100000,PI,hockingstuart,01-09-2018,3124,Southern Metropolitan,8920,7.7,Boroondara City Council
Canterbury,4/28 Bryson St,2,u,,VB,Fletchers,01-09-2018,3126,Southern Metropolitan,3265,8.4,Boroondara City Council
Carlton,209/1 Bouverie St,3,u,800000,VB,Nelson,01-09-2018,3053,Northern Metropolitan,6786,1.6,Melbourne City Council
Carlton,122/101 Grattan St,2,u,710000,S,Nelson,01-09-2018,3053,Northern Metropolitan,6786,1.6,Melbourne City Council
Carlton,107 Station St,3,h,1650000,S,Nelson,01-09-2018,3053,Northern Metropolitan,6786,1.6,Melbourne City Council
Carlton North,26 Ogrady St,2,h,1500000,VB,Collins,01-09-2018,3054,Northern Metropolitan,3106,3.5,Melbourne City Council
Caulfield,39 Masters St,4,t,,PN,Hodges,01-09-2018,3162,Southern Metropolitan,2379,8.7,Glen Eira City Council
Caulfield South,307 Bambra Rd,3,h,1100000,VB,Gary,01-09-2018,3162,Southern Metropolitan,5051,8.7,Glen Eira City Council
Caulfield South,29 Frederick St,3,h,1250000,VB,Gary,01-09-2018,3162,Southern Metropolitan,5051,8.7,Glen Eira City Council
Cheltenham,22 Davie Av,3,h,1175000,PI,Hodges,01-09-2018,3192,Southern Metropolitan,9758,17.9,Bayside City Council
Cheltenham,10/1321 Nepean Hwy,3,u,736000,S,O'Brien,01-09-2018,3192,Southern Metropolitan,9758,17.9,Bayside City Council
Clayton,9 Myriong St,3,h,1450000,S,Buxton,01-09-2018,3168,South-Eastern Metropolitan,5837,16.7,Monash City Council
Clayton South,21 McMillan St,3,h,850000,S,JRW,01-09-2018,3169,South-Eastern Metropolitan,4734,17.5,Kingston City Council
Clifton Hill,34 Spensley St,3,h,1580000,VB,Nelson,01-09-2018,3068,Northern Metropolitan,2954,3.6,Yarra City Council
Coburg,8 Governors Rd,5,h,1250000,VB,Stockdale,01-09-2018,3058,Northern Metropolitan,11204,6.7,Darebin City Council
Coburg,6/1 Kaye Ct,3,t,650000,VB,Brad,01-09-2018,3058,Northern Metropolitan,11204,6.7,Darebin City Council
Coburg,10 Lobb St,3,h,930000,S,Woodards,01-09-2018,3058,Northern Metropolitan,11204,6.7,Darebin City Council
Coburg,101 Rose St,3,h,860000,VB,Nelson,01-09-2018,3058,Northern Metropolitan,11204,6.7,Darebin City Council
Coburg North,74 Camera Wk,3,h,777500,S,hockingstuart,01-09-2018,3058,Northern Metropolitan,3445,6.7,Darebin City Council
Coburg North,94 Newlands Rd,5,h,790000,PI,Brad,01-09-2018,3058,Northern Metropolitan,3445,6.7,Darebin City Council
Coburg North,15 Whitton Pde,2,h,,PI,Barry,01-09-2018,3058,Northern Metropolitan,3445,6.7,Darebin City Council
Craigieburn,52 Bowral Lp,3,h,560000,S,Barry,01-09-2018,3064,Northern Metropolitan,15510,20.6,Hume City Council
Craigieburn,113 Bridgewater Rd,3,h,460000,SP,Jason,01-09-2018,3064,Northern Metropolitan,15510,20.6,Hume City Council
Craigieburn,11 Cockatiel Cct,4,h,506000,SP,HAR,01-09-2018,3064,Northern Metropolitan,15510,20.6,Hume City Council
Craigieburn,20 Farrell St,3,h,410000,SP,Biggin,01-09-2018,3064,Northern Metropolitan,15510,20.6,Hume City Council
Craigieburn,40 Hanson Rd,3,h,,PI,Ray,01-09-2018,3064,Northern Metropolitan,15510,20.6,Hume City Council
Craigieburn,30 Lauderdale Dr,5,h,,PI,Barry,01-09-2018,3064,Northern Metropolitan,15510,20.6,Hume City Council
Craigieburn,3 Molland Ct,3,h,535000,S,O'Brien,01-09-2018,3064,Northern Metropolitan,15510,20.6,Hume City Council
Craigieburn,7 Tamarin St,4,h,562000,S,Barry,01-09-2018,3064,Northern Metropolitan,15510,20.6,Hume City Council
Cranbourne North,37 Blaxland Av,3,h,,PN,C21,01-09-2018,3977,South-Eastern Metropolitan,6464,34.7,Casey City Council
Croydon South,25A Homer Av,3,h,780000,S,Ray,01-09-2018,3136,Eastern Metropolitan,1863,23,Maroondah City Council
Dallas,39 Kaniva St,3,h,,PI,Barry,01-09-2018,3047,Northern Metropolitan,2246,14,Hume City Council
Dallas,31 Rosedale Cr,4,h,600000,S,Barry,01-09-2018,3047,Northern Metropolitan,2246,14,Hume City Council
Dandenong North,19 Halton Rd,4,h,640000,PI,Stockdale,01-09-2018,3175,South-Eastern Metropolitan,8322,24.7,Greater Dandenong City Council
Deer Park,12 Railway Pde,3,h,,PI,Bells,01-09-2018,3023,Western Metropolitan,6388,14.8,Brimbank City Council
Delahey,11 Lacebark Rd,3,h,550000,PI,O'Brien,01-09-2018,3037,Western Metropolitan,2898,18,Brimbank City Council
Dingley Village,3 Johanna Ct,3,u,708000,SP,Buxton,01-09-2018,3172,South-Eastern Metropolitan,3940,22.2,Kingston City Council
Doncaster,2 Grover Rd,4,h,,SP,Fletchers,01-09-2018,3108,Eastern Metropolitan,9028,12.4,Manningham City Council
Doncaster,27 Kelly St,4,h,1550000,PI,Philip,01-09-2018,3108,Eastern Metropolitan,9028,12.4,Manningham City Council
Doncaster East,2/46 Beverley St,2,u,745000,S,Barry,01-09-2018,3109,Eastern Metropolitan,10999,14.3,Manningham City Council
Doncaster East,6 Dowling Gr,4,h,1575000,PI,Barry,01-09-2018,3109,Eastern Metropolitan,10999,14.3,Manningham City Council
Doncaster East,48 Ross St,3,h,1146000,S,Jellis,01-09-2018,3109,Eastern Metropolitan,10999,14.3,Manningham City Council
Doreen,34 Sunstone Bvd,3,h,515000,SP,Ray,01-09-2018,3754,Northern Victoria,7254,25.9,Nillumbik Shire Council
Eaglemont,32 Cape St,4,h,1560000,VB,Miles,01-09-2018,3084,Eastern Metropolitan,1651,8.9,Banyule City Council
Edithvale,11 Keith Av,3,h,840000,SP,O'Brien,01-09-2018,3196,South-Eastern Metropolitan,2546,27,Kingston City Council
Elsternwick,3/469 Kooyong Rd,3,t,,S,Marshall,01-09-2018,3185,Southern Metropolitan,4898,7.2,Glen Eira City Council
Eltham,37 Shalbury Av,4,h,870000,SP,Morrison,01-09-2018,3095,Eastern Metropolitan,6990,18,Banyule City Council
Eltham North,15 Dale Av,4,h,820000,VB,Buckingham,01-09-2018,3095,Eastern Metropolitan,2346,18,Banyule City Council
Eltham North,11 Nimary Ct,5,h,,SP,Buckingham,01-09-2018,3095,Eastern Metropolitan,2346,18,Banyule City Council
Elwood,1/219 Brighton Rd,1,u,420000,S,Gary,01-09-2018,3184,Southern Metropolitan,8989,7.2,Port Phillip City Council
Elwood,6/74 Mitford St,1,u,648500,S,Pride,01-09-2018,3184,Southern Metropolitan,8989,7.2,Port Phillip City Council
Elwood,7/48 Southey St,1,u,,PI,Chisholm,01-09-2018,3184,Southern Metropolitan,8989,7.2,Port Phillip City Council
Elwood,4/15 Wimbledon Av,2,u,985000,S,Greg,01-09-2018,3184,Southern Metropolitan,8989,7.2,Port Phillip City Council
Epping,8 Gillespie Pl,4,h,565000,S,Ray,01-09-2018,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council
Essendon,5/3 Forbes St,2,u,485000,S,Frank,01-09-2018,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council
Essendon,24 Hoddle St,4,h,2140000,SP,Barry,01-09-2018,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council
Essendon,14 Levien St,3,h,1170000,S,Nelson,01-09-2018,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council
Essendon,103 McPherson St,3,h,1350000,VB,McDonald,01-09-2018,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council
Essendon,8 Vanberg Rd,4,h,1900000,S,Walshe,01-09-2018,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council
Essendon North,4 Madden St,3,h,,S,Nelson,01-09-2018,3041,Western Metropolitan,1308,8.2,Moonee Valley City Council
Essendon West,18A Emerald St,4,h,1450000,S,Frank,01-09-2018,3040,Western Metropolitan,588,7.5,Moonee Valley City Council
Essendon West,4/25 Hampton Rd,2,u,460000,VB,Nelson,01-09-2018,3040,Western Metropolitan,588,7.5,Moonee Valley City Council
Essendon West,20 Prospect St,3,h,,S,Brad,01-09-2018,3040,Western Metropolitan,588,7.5,Moonee Valley City Council
Fairfield,38 Arthur St,3,h,,SN,PNJ,01-09-2018,3078,Northern Metropolitan,2970,5.7,Darebin City Council
Fairfield,16 Darling St,4,h,1510000,PI,Jellis,01-09-2018,3078,Northern Metropolitan,2970,5.7,Darebin City Council
Fawkner,2/38 Edward St,3,u,630000,S,Brad,01-09-2018,3060,Northern Metropolitan,5070,13.1,Hume City Council
Fawkner,14 Moray St,2,h,950000,VB,Stockdale,01-09-2018,3060,Northern Metropolitan,5070,13.1,Hume City Council
Ferntree Gully,46 Chestnut Av,4,h,721000,S,Ray,01-09-2018,3156,Eastern Metropolitan,10788,24.8,Knox City Council
Ferntree Gully,15 Mason St,3,h,,PN,LJ,01-09-2018,3156,Eastern Metropolitan,10788,24.8,Knox City Council
Fitzroy,452 George St,3,h,,SN,Nelson,01-09-2018,3065,Northern Metropolitan,5825,2.1,Yarra City Council
Fitzroy,56 Kerr St,3,h,1252500,S,Nelson,01-09-2018,3065,Northern Metropolitan,5825,2.1,Yarra City Council
Fitzroy North,80 Fergie St,5,h,,PI,Nelson,01-09-2018,3068,Northern Metropolitan,6244,3.6,Moreland City Council
Fitzroy North,50 McKean St,2,h,1540000,PI,Nelson,01-09-2018,3068,Northern Metropolitan,6244,3.6,Moreland City Council
Fitzroy North,190 Rae St,3,h,1757000,S,Jellis,01-09-2018,3068,Northern Metropolitan,6244,3.6,Moreland City Council
Flemington,8/37 Bignell St,1,u,347000,SP,Jellis,01-09-2018,3031,Northern Metropolitan,3593,3.4,Melbourne City Council
Forest Hill,2A Clifford Ct,3,t,755000,S,Jellis,01-09-2018,3131,Eastern Metropolitan,4385,15.4,Whitehorse City Council
Forest Hill,41 Romoly Dr,3,h,,SP,Bekdon,01-09-2018,3131,Eastern Metropolitan,4385,15.4,Whitehorse City Council
Frankston,2 Cricklewood Av,3,h,,SN,Barry,01-09-2018,3199,South-Eastern Metropolitan,17055,38,Frankston City Council
Frankston,6 Kars St,3,h,,PI,Ray,01-09-2018,3199,South-Eastern Metropolitan,17055,38,Frankston City Council
Gardenvale,10 Lucy St,4,h,,PI,Biggin,01-09-2018,3185,Southern Metropolitan,534,7.2,Glen Eira City Council
Gladstone Park,19 Payne St,3,h,598000,S,YPA,01-09-2018,3043,Western Metropolitan,3285,12.9,Hume City Council
Glen Iris,12/63 Edgar St N,1,u,377000,S,Jellis,01-09-2018,3146,Southern Metropolitan,10412,7.3,Boroondara City Council
Glen Iris,196 Finch St,3,h,2301000,S,Kay,01-09-2018,3146,Southern Metropolitan,10412,7.3,Boroondara City Council
Glen Iris,204/108 Glen Iris Rd,2,u,640000,SP,Marshall,01-09-2018,3146,Southern Metropolitan,10412,7.3,Boroondara City Council
Glen Iris,4/1441 High St,3,h,1200000,VB,Marshall,01-09-2018,3146,Southern Metropolitan,10412,7.3,Boroondara City Council
Glen Iris,24 Montana St,3,h,2255000,S,Marshall,01-09-2018,3146,Southern Metropolitan,10412,7.3,Boroondara City Council
Glen Waverley,7 Brentwood Dr,4,h,,PI,Biggin,01-09-2018,3150,Eastern Metropolitan,15321,16.7,Monash City Council
Glen Waverley,8 Bunker Cr,4,h,1660000,SP,Harcourts,01-09-2018,3150,Eastern Metropolitan,15321,16.7,Monash City Council
Glen Waverley,16 Fernhill St,3,h,2080000,S,Barry,01-09-2018,3150,Eastern Metropolitan,15321,16.7,Monash City Council
Glen Waverley,3 Golden Gr,4,h,1327000,S,Harcourts,01-09-2018,3150,Eastern Metropolitan,15321,16.7,Monash City Council
Glen Waverley,14 Knightsbridge Ct,5,h,2121800,S,Harcourts,01-09-2018,3150,Eastern Metropolitan,15321,16.7,Monash City Council
Glen Waverley,3/21 Kurrajong Av,3,t,,PI,Harcourts/Biggin,01-09-2018,3150,Eastern Metropolitan,15321,16.7,Monash City Council
Glen Waverley,17 Remington Dr,5,h,1450000,S,Barry,01-09-2018,3150,Eastern Metropolitan,15321,16.7,Monash City Council
Glen Waverley,8 Wilfred Ct,2,h,,SP,Biggin,01-09-2018,3150,Eastern Metropolitan,15321,16.7,Monash City Council
Glen Waverley,98 Windella Cr,4,h,1185000,S,Ray,01-09-2018,3150,Eastern Metropolitan,15321,16.7,Monash City Council
Glenroy,80 Evell St,3,h,750000,PI,Barry,01-09-2018,3046,Northern Metropolitan,8870,11.2,Moreland City Council
Glenroy,121 John St,3,h,702500,SP,Eview,01-09-2018,3046,Northern Metropolitan,8870,11.2,Moreland City Council
Glenroy,1/1 Meadowbank St,3,t,580000,S,Nelson,01-09-2018,3046,Northern Metropolitan,8870,11.2,Moreland City Council
Glenroy,4/1 Meadowbank St,2,t,500000,VB,Nelson,01-09-2018,3046,Northern Metropolitan,8870,11.2,Moreland City Council
Glenroy,1/6 Murrell St,2,u,,S,Stockdale,01-09-2018,3046,Northern Metropolitan,8870,11.2,Moreland City Council
Greensborough,44 Pinehills Dr,3,h,,SP,Nelson,01-09-2018,3088,Northern Metropolitan,8524,16.1,Banyule City Council
Greenvale,3 Drinkwater Pl,4,h,670000,PI,YPA,01-09-2018,3059,Northern Metropolitan,4864,20.4,Hume City Council
Greenvale,9 Macbean Ct,5,h,1730000,S,RW,01-09-2018,3059,Northern Metropolitan,4864,20.4,Hume City Council
Hadfield,10 Talbot St,2,h,,S,Barry,01-09-2018,3046,Northern Metropolitan,2606,11.2,Moreland City Council
Hadfield,23 The Loop,3,h,795000,VB,Stockdale,01-09-2018,3046,Northern Metropolitan,2606,11.2,Moreland City Council
Hadfield,55 West St,3,h,757000,S,Nelson,01-09-2018,3046,Northern Metropolitan,2606,11.2,Moreland City Council
Hampton,3/5 Hastings St,3,u,1230000,S,Buxton,01-09-2018,3188,Southern Metropolitan,5454,13.8,Bayside City Council
Hampton,5/39 Holyrood St,3,u,880000,VB,Biggin,01-09-2018,3188,Southern Metropolitan,5454,13.8,Bayside City Council
Hampton,13 Kingston St,3,h,1550000,VB,Buxton,01-09-2018,3188,Southern Metropolitan,5454,13.8,Bayside City Council
Hampton,78 Orlando St,3,h,1900000,PI,Buxton,01-09-2018,3188,Southern Metropolitan,5454,13.8,Bayside City Council
Hampton,1 Storey Av,4,h,1855000,PI,Buxton,01-09-2018,3188,Southern Metropolitan,5454,13.8,Bayside City Council
Hampton,17 Villeroy St,5,h,,S,Buxton,01-09-2018,3188,Southern Metropolitan,5454,13.8,Bayside City Council
Hampton East,2/53 Lonsdale Av,3,t,,VB,Buxton,01-09-2018,3188,Southern Metropolitan,2356,13.8,Bayside City Council
Hampton East,100 Wickham Rd,4,h,,SN,hockingstuart,01-09-2018,3188,Southern Metropolitan,2356,13.8,Bayside City Council
Hawthorn,11/32 Berkeley St,2,u,650000,SP,Marshall,01-09-2018,3122,Southern Metropolitan,11308,5.3,Boroondara City Council
Hawthorn,9 Leslie St,3,h,,VB,Jellis,01-09-2018,3122,Southern Metropolitan,11308,5.3,Boroondara City Council
Hawthorn,16 Oak St,6,h,5000000,VB,Kay,01-09-2018,3122,Southern Metropolitan,11308,5.3,Boroondara City Council
Hawthorn,303/39 Riversdale Rd,2,u,935000,S,hockingstuart,01-09-2018,3122,Southern Metropolitan,11308,5.3,Boroondara City Council
Hawthorn East,18 Cole St,3,h,,SN,Marshall,01-09-2018,3123,Southern Metropolitan,6482,6.2,Boroondara City Council
Hawthorn East,47 Havelock Rd,3,h,2850000,VB,Jellis,01-09-2018,3123,Southern Metropolitan,6482,6.2,Boroondara City Council
Hawthorn East,14 Selwood St,5,h,,W,Buxton,01-09-2018,3123,Southern Metropolitan,6482,6.2,Boroondara City Council
Heathmont,17 Coven Av,4,h,918000,S,Fletchers,01-09-2018,3135,Eastern Metropolitan,3794,21.3,Maroondah City Council
Heidelberg Heights,52 Gotha St,3,h,810000,S,Jellis,01-09-2018,3081,Eastern Metropolitan,2947,8.8,Banyule City Council
Heidelberg West,2 Borneo Ct,2,h,650000,SP,Nelson,01-09-2018,3081,Eastern Metropolitan,2674,8.8,Banyule City Council
Heidelberg West,14 Catalina St,2,h,675000,S,RT,01-09-2018,3081,Eastern Metropolitan,2674,8.8,Banyule City Council
Heidelberg West,40 Catalina St,3,h,690000,S,William,01-09-2018,3081,Eastern Metropolitan,2674,8.8,Banyule City Council
Highett,8A Albert St,3,t,1320000,S,Hodges,01-09-2018,3190,Southern Metropolitan,4794,16,Bayside City Council
Highett,2 Findon Ct,2,t,820000,PI,Buxton,01-09-2018,3190,Southern Metropolitan,4794,16,Bayside City Council
Highett,2/5 Hibberd St,3,u,,SN,Ray,01-09-2018,3190,Southern Metropolitan,4794,16,Bayside City Council
Highett,11 Train St,3,h,,PI,Biggin,01-09-2018,3190,Southern Metropolitan,4794,16,Bayside City Council
Hillside,4 Rupicola Ct,4,h,1350000,PI,Prof.,01-09-2018,3037,Western Metropolitan,5556,18,Brimbank City Council
Hoppers Crossing,31 Woolpack St,4,h,590000,SP,hockingstuart,01-09-2018,3029,Western Metropolitan,13830,18.4,Wyndham City Council
Ivanhoe,76 Beatty St,3,h,1280000,VB,Miles,01-09-2018,3079,Eastern Metropolitan,5549,7.8,Banyule City Council
Ivanhoe,3 Cook St,2,h,1060000,S,Miles,01-09-2018,3079,Eastern Metropolitan,5549,7.8,Banyule City Council
Ivanhoe,5 Ironbark Cr,3,t,835000,PI,RT,01-09-2018,3079,Eastern Metropolitan,5549,7.8,Banyule City Council
Ivanhoe,2/90 St Elmo Rd,2,u,,PI,Jellis,01-09-2018,3079,Eastern Metropolitan,5549,7.8,Banyule City Council
Ivanhoe,1/1 Wallace St,3,u,,SN,Miles,01-09-2018,3079,Eastern Metropolitan,5549,7.8,Banyule City Council
Ivanhoe East,41 Streeton Cr,5,h,1950000,SP,Miles,01-09-2018,3079,Eastern Metropolitan,1554,7.8,Banyule City Council
Ivanhoe East,2 The Oaks,4,h,1800000,VB,Miles,01-09-2018,3079,Eastern Metropolitan,1554,7.8,Banyule City Council
Jacana,25 Bannister St,3,h,479000,S,Red,01-09-2018,3047,Northern Metropolitan,851,14,Hume City Council
Kealba,3 Nerida Ct,4,h,640000,SP,Brad,01-09-2018,3021,Western Metropolitan,1202,14,Brimbank City Council
Keilor,15 Eagling St,5,h,1360000,S,Nelson,01-09-2018,3036,Western Metropolitan,2339,14.5,Brimbank City Council
Keilor Downs,14 Bernborough Ct,3,h,720000,SP,Barry,01-09-2018,3038,Western Metropolitan,3656,15.5,Brimbank City Council
Keilor Downs,7 Tulloch Ct,3,h,,S,Brad,01-09-2018,3038,Western Metropolitan,3656,15.5,Brimbank City Council
Keilor East,14 Groves St,5,h,,SP,Nelson,01-09-2018,3033,Western Metropolitan,5629,11.7,Brimbank City Council
Keilor East,6 Woorigoleen Dr,2,h,750500,S,Harcourts,01-09-2018,3033,Western Metropolitan,5629,11.7,Brimbank City Council
Keilor Park,39 Victory St,5,h,770000,S,Prof.,01-09-2018,3042,Western Metropolitan,1119,10.4,Brimbank City Council
Kew,50 Argyle Rd,3,h,,SN,Marshall,01-09-2018,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
Kew,9 Clevedon Ct,4,h,1900000,S,Nelson,01-09-2018,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
Kew,11 McEvoy St,3,h,,S,Marshall,01-09-2018,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
Kew,2/77 Princess St,4,h,1482000,SP,Marshall,01-09-2018,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
Kew East,31 Baker Av,5,h,,SP,Marshall,01-09-2018,3102,Southern Metropolitan,2671,7.3,Boroondara City Council
Kew East,25 Spruzen Av,4,h,2130000,S,Jellis,01-09-2018,3102,Southern Metropolitan,2671,7.3,Boroondara City Council
Kew East,65 Windella Av,4,h,1850000,VB,Jellis,01-09-2018,3102,Southern Metropolitan,2671,7.3,Boroondara City Council
Keysborough,9 Darlington St,4,h,880000,S,Area,01-09-2018,3173,South-Eastern Metropolitan,8459,25.2,Greater Dandenong City Council
Kings Park,8 Lisbon Ct,6,h,620500,S,RW,01-09-2018,3021,Western Metropolitan,2878,14,Brimbank City Council
Kingsville,139 Coronation St,3,h,900000,VB,Jas,01-09-2018,3012,Western Metropolitan,1808,6.4,Maribyrnong City Council
Kingsville,52 Kingsville St,3,h,1370000,S,McGrath,01-09-2018,3012,Western Metropolitan,1808,6.4,Maribyrnong City Council
Kingsville,167 Queensville St,3,h,890000,VB,hockingstuart,01-09-2018,3012,Western Metropolitan,1808,6.4,Maribyrnong City Council
Knoxfield,26 Appleberry Cl,3,h,870500,S,McGrath,01-09-2018,3180,Eastern Metropolitan,2949,23.3,Knox City Council
Lalor,21 David St,3,h,640000,S,Skad,01-09-2018,3075,Northern Metropolitan,8279,16.3,Whittlesea City Council
Lalor,6 Herman Rd,3,h,650000,S,Ray,01-09-2018,3075,Northern Metropolitan,8279,16.3,Whittlesea City Council
Lalor,39 Nebel St,3,h,661100,S,HAR,01-09-2018,3075,Northern Metropolitan,8279,16.3,Whittlesea City Council
Lower Plenty,4/21 Alma St,3,u,658500,SP,Jellis,01-09-2018,3093,Eastern Metropolitan,1624,14.6,Banyule City Council
Maidstone,8/8 Crefden St,2,u,468000,S,HAR,01-09-2018,3012,Western Metropolitan,3873,6.4,Maribyrnong City Council
Maidstone,16B Suffolk St,3,t,785000,SP,Biggin,01-09-2018,3012,Western Metropolitan,3873,6.4,Maribyrnong City Council
Malvern,19 Bonview Rd,4,h,2700000,VB,Jellis,01-09-2018,3144,Southern Metropolitan,4675,5.9,Stonnington City Council
Malvern,1/364 Glenferrie Rd,3,u,,SP,Jellis,01-09-2018,3144,Southern Metropolitan,4675,5.9,Stonnington City Council
Malvern,22/1231 Malvern Rd,2,u,781000,S,Jellis,01-09-2018,3144,Southern Metropolitan,4675,5.9,Stonnington City Council
Malvern East,17 Cairnes Cr,4,h,1700000,VB,Marshall,01-09-2018,3145,Southern Metropolitan,8801,8.4,Stonnington City Council
Malvern East,16 Forster Av,4,h,1750000,VB,Jellis,01-09-2018,3145,Southern Metropolitan,8801,8.4,Stonnington City Council
Malvern East,383 Waverley Rd,4,h,1160000,PI,Jellis,01-09-2018,3145,Southern Metropolitan,8801,8.4,Stonnington City Council
Maribyrnong,2 Speargrass St,4,h,1320000,VB,Biggin,01-09-2018,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council
Melbourne,201/300 Collins St,2,u,1320000,S,Finders,01-09-2018,3000,Northern Metropolitan,17496,0,Melbourne City Council
Melbourne,814/555 Flinders St,1,u,,PN,MICM,01-09-2018,3000,Northern Metropolitan,17496,0,Melbourne City Council
Melbourne,180/28 Little Lonsdale St,3,u,753000,S,McGrath,01-09-2018,3000,Northern Metropolitan,17496,0,Melbourne City Council
Melbourne,18/8 Louise St,2,u,,VB,Greg,01-09-2018,3000,Northern Metropolitan,17496,0,Melbourne City Council
Melbourne,38/78 Queens Rd,2,u,452000,S,Buxton,01-09-2018,3000,Northern Metropolitan,17496,0,Melbourne City Council
Mentone,1/258 Balcombe Rd,4,h,1020000,PI,Barry,01-09-2018,3194,South-Eastern Metropolitan,6162,20,Kingston City Council
Mentone,5/26 Bourke St,1,u,370000,S,Jellis,01-09-2018,3194,South-Eastern Metropolitan,6162,20,Kingston City Council
Mentone,37 Bundora Pde,3,h,,VB,Greg,01-09-2018,3194,South-Eastern Metropolitan,6162,20,Kingston City Council
